record_id,domain,language_hint,feedback
R000643,display_infotainment,da,Bluetooth-forbindelsen afbrydes hver gang bilen genstartes. Contact me at john.doe@example.com or +49 30 1234567.
R000644,interior,en,Cabin filter smells musty even after replacement. !!!!!!
R000645,interior,en,Cup holder cracked after 57 months of normal use.  multiple   spaces   here  
R000646,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R000647,interior,en,Cabin filter smells musty even after replacement. Please fix this asap.
R000648,interior,en,Steering wheel heater only warms the lower half of the rim. <p>this is a complaint</p>
R000649,interior,en,Steering wheel heater only warms the lower half of the rim. Please fix this asap.
R000650,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden. <p>this is a complaint</p>
R000651,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R000652,interior,en,Cabin filter smells musty even after replacement.
R000653,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold. Mercedes please help.
R000654,interior,en,Driver seat cushion has worn through after 13 months. VIN: WDB2030461A123456
R000655,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000656,interior,en,Power window switch on driver door is unresponsive intermittently.
R000657,interior,en,Center console armrest is loose and wobbles when leaning on it. Mercedes please help.
R000658,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R000659,interior,en,Center console armrest is loose and wobbles when leaning on it. Please fix this asap.
R000660,interior,en,Steering wheel heater only warms the lower half of the rim.
R000661,interior,en,Cabin filter smells musty even after replacement.
R000662,interior,en,"Glove box latch broke, lid will not stay closed. Mercedes please help."
R000663,interior,en,Cabin filter smells musty even after replacement. <p>this is a complaint</p>
R000664,interior,en,The driver seat heater stops working after 11 minutes of driving. Plate: B-MW 1234
R000665,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000666,interior,en,"Sunroof refuses to close in cold weather, error on dashboard.  multiple   spaces   here  "
R000667,interior,en,Cup holder cracked after 26 months of normal use. Plate: B-MW 1234
R000668,interior,en,"Ambient lighting flickers randomly at night, very distracting. !!!!!!"
R000669,interior,en,Cup holder cracked after 25 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R000670,powertrain,en,"12v battery drains overnight, car will not start in the morning. VIN: WDB2030461A123456"
R000671,interior,en,Cup holder cracked after 43 months of normal use.
R000672,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000673,powertrain,de,Reichweite der Hochvoltbatterie ist nach einem Winter um 35 Prozent gesunken. Mercedes please help.
R000674,display_infotainment,en,Backup camera shows black screen when reverse is engaged.
R000675,powertrain,de,"Kuehlmittelverlust unter dem Motor, suesslicher Geruch."
R000676,display_infotainment,en,GPS navigation routes through closed roads repeatedly. <p>this is a complaint</p>
R000677,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden.
R000678,interior,en,Driver seat cushion has worn through after 6 months. Contact me at john.doe@example.com or +49 30 1234567.
R000679,interior,en,Center console armrest is loose and wobbles when leaning on it. Contact me at john.doe@example.com or +49 30 1234567.
R000680,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis. !!!!!!"
R000681,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. !!!!!!
R000682,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. VIN: WDB2030461A123456
R000683,interior,en,Mirror auto-dimming feature does not work at night.
R000684,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. <p>this is a complaint</p>"
R000685,display_infotainment,tr,Apple CarPlay her 13 dakikada bir baglantisi kesiliyor.  multiple   spaces   here  
R000686,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000687,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis."
R000688,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000689,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Please fix this asap."
R000690,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000691,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000692,interior,en,Center console armrest is loose and wobbles when leaning on it. <p>this is a complaint</p>
R000693,interior,en,Steering wheel heater only warms the lower half of the rim.  multiple   spaces   here  
R000694,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000695,interior,en,Cup holder cracked after 43 months of normal use.
R000696,interior,en,"Glove box latch broke, lid will not stay closed. VIN: WDB2030461A123456"
R000697,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R000698,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000699,powertrain,en,"12v battery drains overnight, car will not start in the morning. Mercedes please help."
R000700,interior,en,Driver seat cushion has worn through after 5 months.
R000701,interior,en,Power window switch on driver door is unresponsive intermittently.
R000702,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R000703,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000704,display_infotainment,en,Bluetooth pairing drops every time the car is restarted.
R000705,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000706,interior,en,Power window switch on driver door is unresponsive intermittently. Plate: B-MW 1234
R000707,interior,en,Climate control blows cold air on driver side and hot on passenger side. !!!!!!
R000708,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000709,interior,en,"Dome light stays on after locking the car, drains the 12v battery. <p>this is a complaint</p>"
R000710,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. Plate: B-MW 1234
R000711,interior,en,Driver seat cushion has worn through after 3 months.
R000712,interior,en,"Glove box latch broke, lid will not stay closed.  multiple   spaces   here  "
R000713,interior,en,"Glove box latch broke, lid will not stay closed."
R000714,powertrain,de,Die 12V-Batterie entlaedt sich ueber Nacht komplett. Plate: B-MW 1234
R000715,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. !!!!!!"
R000716,interior,en,"Glove box latch broke, lid will not stay closed."
R000717,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R000718,interior,en,Power window switch on driver door is unresponsive intermittently. Contact me at john.doe@example.com or +49 30 1234567.
R000719,interior,en,The driver seat heater stops working after 12 minutes of driving. Contact me at john.doe@example.com or +49 30 1234567.
R000720,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000721,interior,en,"Ambient lighting flickers randomly at night, very distracting. Please fix this asap."
R000722,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. <p>this is a complaint</p>
R000723,display_infotainment,de,Apple CarPlay trennt die Verbindung alle 27 Minuten.
R000724,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand. VIN: WDB2030461A123456
R000725,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Contact me at john.doe@example.com or +49 30 1234567."
R000726,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000727,interior,en,The driver seat heater stops working after 20 minutes of driving. Mercedes please help.
R000728,display_infotainment,de,Rueckfahrkamera zeigt schwarzen Bildschirm beim Einlegen des Rueckwaertsgangs.
R000729,display_infotainment,it,Apple CarPlay si disconnette ogni 12 minuti. Please fix this asap.
R000730,display_infotainment,pl,Apple CarPlay rozlacza sie co 22 minut.
R000731,powertrain,de,Reichweite der Hochvoltbatterie ist nach einem Winter um 34 Prozent gesunken. Contact me at john.doe@example.com or +49 30 1234567.
R000732,interior,en,Power window switch on driver door is unresponsive intermittently. Contact me at john.doe@example.com or +49 30 1234567.
R000733,interior,en,Steering wheel heater only warms the lower half of the rim. VIN: WDB2030461A123456
R000734,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000735,interior,en,The driver seat heater stops working after 5 minutes of driving.
R000736,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R000737,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R000738,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Mercedes please help.
R000739,interior,en,Power window switch on driver door is unresponsive intermittently. <p>this is a complaint</p>
R000740,interior,en,Steering wheel heater only warms the lower half of the rim. Please fix this asap.
R000741,interior,en,The driver seat heater stops working after 38 minutes of driving. VIN: WDB2030461A123456
R000742,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000743,interior,en,Climate control blows cold air on driver side and hot on passenger side. Contact me at john.doe@example.com or +49 30 1234567.
R000744,powertrain,en,On-board charger refuses to connect with public DC fast chargers. Plate: B-MW 1234
R000745,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000746,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. Please fix this asap.
R000747,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. VIN: WDB2030461A123456
R000748,display_infotainment,pl,Asystent glosowy Hey Mercedes nie rozpoznaje polecen.
R000749,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R000750,interior,en,The driver seat heater stops working after 4 minutes of driving.
R000751,powertrain,de,Reichweite der Hochvoltbatterie ist nach einem Winter um 35 Prozent gesunken. Contact me at john.doe@example.com or +49 30 1234567.
R000752,interior,en,Mirror auto-dimming feature does not work at night. VIN: WDB2030461A123456
R000753,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R000754,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R000755,powertrain,en,Diesel particulate filter regeneration fails repeatedly. Plate: B-MW 1234
R000756,interior,en,Driver seat cushion has worn through after 34 months. VIN: WDB2030461A123456
R000757,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000758,interior,en,The driver seat heater stops working after 25 minutes of driving. Please fix this asap.
R000759,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R000760,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R000761,display_infotainment,tr,Apple CarPlay her 3 dakikada bir baglantisi kesiliyor. Plate: B-MW 1234
R000762,interior,en,"Glove box latch broke, lid will not stay closed.  multiple   spaces   here  "
R000763,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear. Plate: B-MW 1234
R000764,interior,en,The driver seat heater stops working after 39 minutes of driving. Contact me at john.doe@example.com or +49 30 1234567.
R000765,interior,en,"Glove box latch broke, lid will not stay closed. <p>this is a complaint</p>"
R000766,interior,en,Driver seat cushion has worn through after 26 months.
R000767,display_infotainment,en,Software update OTA failed and bricked the head unit.
R000768,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000769,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R000770,interior,en,Steering wheel heater only warms the lower half of the rim. <p>this is a complaint</p>
R000771,interior,en,Climate control blows cold air on driver side and hot on passenger side.  multiple   spaces   here  
R000772,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. <p>this is a complaint</p>"
R000773,powertrain,en,"12v battery drains overnight, car will not start in the morning. VIN: WDB2030461A123456"
R000774,interior,en,Cup holder cracked after 44 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R000775,interior,en,Cup holder cracked after 13 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R000776,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. VIN: WDB2030461A123456
R000777,interior,en,Cabin filter smells musty even after replacement. <p>this is a complaint</p>
R000778,interior,en,Cabin filter smells musty even after replacement. <p>this is a complaint</p>
R000779,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000780,display_infotainment,en,Bluetooth pairing drops every time the car is restarted. VIN: WDB2030461A123456
R000781,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R000782,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R000783,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl. Contact me at john.doe@example.com or +49 30 1234567.
R000784,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R000785,powertrain,en,Diesel particulate filter regeneration fails repeatedly.
R000786,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R000787,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. Please fix this asap.
R000788,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis."
R000789,interior,en,Power window switch on driver door is unresponsive intermittently. <p>this is a complaint</p>
R000790,interior,en,Mirror auto-dimming feature does not work at night. Contact me at john.doe@example.com or +49 30 1234567.
R000791,interior,en,Center console armrest is loose and wobbles when leaning on it. Contact me at john.doe@example.com or +49 30 1234567.
R000792,interior,en,Driver seat cushion has worn through after 36 months.
R000793,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu."
R000794,interior,en,"Dome light stays on after locking the car, drains the 12v battery. <p>this is a complaint</p>"
R000795,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000796,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000797,interior,en,The driver seat heater stops working after 8 minutes of driving. Mercedes please help.
R000798,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000799,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R000800,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.
R000801,interior,en,Mirror auto-dimming feature does not work at night. Contact me at john.doe@example.com or +49 30 1234567.
R000802,interior,en,"Sunroof refuses to close in cold weather, error on dashboard.  multiple   spaces   here  "
R000803,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein.
R000804,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R000805,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000806,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000807,display_infotainment,en,Wireless charger overheats and stops charging the phone. Mercedes please help.
R000808,display_infotainment,en,Wireless charger overheats and stops charging the phone.
R000809,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht.  multiple   spaces   here  
R000810,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R000811,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.
R000812,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot."
R000813,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Please fix this asap.
R000814,interior,en,"Glove box latch broke, lid will not stay closed. VIN: WDB2030461A123456"
R000815,interior,en,Mirror auto-dimming feature does not work at night.
R000816,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher.
R000817,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Please fix this asap.
R000818,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. !!!!!!"
R000819,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R000820,powertrain,en,Diesel particulate filter regeneration fails repeatedly. Plate: B-MW 1234
R000821,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000822,interior,en,"Glove box latch broke, lid will not stay closed. Mercedes please help."
R000823,display_infotainment,da,"MBUX skaermen fryser under navigation, skal genstartes. Please fix this asap."
R000824,interior,en,"Glove box latch broke, lid will not stay closed."
R000825,interior,en,"Ambient lighting flickers randomly at night, very distracting. Contact me at john.doe@example.com or +49 30 1234567."
R000826,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000827,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Contact me at john.doe@example.com or +49 30 1234567."
R000828,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl.
R000829,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000830,interior,en,Cup holder cracked after 46 months of normal use.
R000831,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R000832,interior,en,Steering wheel heater only warms the lower half of the rim. !!!!!!
R000833,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R000834,powertrain,en,AdBlue warning appears constantly even after refilling. !!!!!!
R000835,display_infotainment,en,GPS navigation routes through closed roads repeatedly. Please fix this asap.
R000836,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000837,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. <p>this is a complaint</p>"
R000838,display_infotainment,de,Apple CarPlay trennt die Verbindung alle 28 Minuten. <p>this is a complaint</p>
R000839,interior,en,"Rear seat belt buckle is stuck, cannot release the belt.  multiple   spaces   here  "
R000840,interior,en,"Glove box latch broke, lid will not stay closed."
R000841,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold. VIN: WDB2030461A123456
R000842,interior,en,Center console armrest is loose and wobbles when leaning on it. Please fix this asap.
R000843,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000844,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R000845,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000846,interior,en,Driver seat cushion has worn through after 35 months. Contact me at john.doe@example.com or +49 30 1234567.
R000847,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R000848,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. VIN: WDB2030461A123456
R000849,interior,en,The driver seat heater stops working after 31 minutes of driving.
R000850,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Plate: B-MW 1234"
R000851,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. !!!!!!"
R000852,display_infotainment,pl,Apple CarPlay rozlacza sie co 3 minut. Mercedes please help.
R000853,interior,en,The driver seat heater stops working after 49 minutes of driving.
R000854,interior,en,The driver seat heater stops working after 29 minutes of driving. Please fix this asap.
R000855,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R000856,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands. Contact me at john.doe@example.com or +49 30 1234567.
R000857,interior,en,Steering wheel heater only warms the lower half of the rim.
R000858,powertrain,de,Die 12V-Batterie entlaedt sich ueber Nacht komplett. Please fix this asap.
R000859,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. Contact me at john.doe@example.com or +49 30 1234567.
R000860,display_infotainment,es,La pantalla MBUX se congela durante la navegacion. Mercedes please help.
R000861,interior,en,"Glove box latch broke, lid will not stay closed. !!!!!!"
R000862,display_infotainment,en,Burmester audio system has static noise on right rear speaker. !!!!!!
R000863,display_infotainment,en,Backup camera shows black screen when reverse is engaged.
R000864,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. VIN: WDB2030461A123456
R000865,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000866,powertrain,en,Diesel particulate filter regeneration fails repeatedly. Contact me at john.doe@example.com or +49 30 1234567.
R000867,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R000868,interior,en,Driver seat cushion has worn through after 16 months.
R000869,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R000870,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R000871,powertrain,en,Turbocharger whines loudly above 53000 rpm. !!!!!!
R000872,interior,en,Cabin filter smells musty even after replacement.
R000873,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000874,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Plate: B-MW 1234"
R000875,interior,en,Driver seat cushion has worn through after 5 months.
R000876,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen. Contact me at john.doe@example.com or +49 30 1234567.
R000877,interior,en,"Sunroof refuses to close in cold weather, error on dashboard.  multiple   spaces   here  "
R000878,display_infotainment,en,Apple CarPlay disconnects every 10 minutes when using maps. VIN: WDB2030461A123456
R000879,display_infotainment,en,Software update OTA failed and bricked the head unit. <p>this is a complaint</p>
R000880,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R000881,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl.
R000882,interior,en,"Ambient lighting flickers randomly at night, very distracting. !!!!!!"
R000883,interior,en,Steering wheel heater only warms the lower half of the rim.
R000884,interior,en,Climate control blows cold air on driver side and hot on passenger side. Plate: B-MW 1234
R000885,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.
R000886,interior,en,Steering wheel heater only warms the lower half of the rim. VIN: WDB2030461A123456
R000887,interior,en,Cup holder cracked after 43 months of normal use. !!!!!!
R000888,interior,en,Climate control blows cold air on driver side and hot on passenger side. Please fix this asap.
R000889,interior,en,Steering wheel heater only warms the lower half of the rim.
R000890,interior,en,"Ambient lighting flickers randomly at night, very distracting.  multiple   spaces   here  "
R000891,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R000892,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000893,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.
R000894,interior,en,Steering wheel heater only warms the lower half of the rim. VIN: WDB2030461A123456
R000895,interior,en,Steering wheel heater only warms the lower half of the rim.
R000896,interior,en,Cup holder cracked after 43 months of normal use.
R000897,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. Please fix this asap.
R000898,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000899,interior,en,Steering wheel heater only warms the lower half of the rim. !!!!!!
R000900,interior,en,The driver seat heater stops working after 57 minutes of driving.
R000901,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R000902,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R000903,interior,en,Driver seat cushion has worn through after 60 months. Please fix this asap.
R000904,interior,en,Mirror auto-dimming feature does not work at night.
R000905,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R000906,interior,en,Cabin filter smells musty even after replacement. Contact me at john.doe@example.com or +49 30 1234567.
R000907,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. Plate: B-MW 1234"
R000908,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen.
R000909,interior,en,Cabin filter smells musty even after replacement.
R000910,interior,en,Climate control blows cold air on driver side and hot on passenger side. !!!!!!
R000911,interior,en,Power window switch on driver door is unresponsive intermittently. Please fix this asap.
R000912,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
R000913,interior,en,Center console armrest is loose and wobbles when leaning on it. Contact me at john.doe@example.com or +49 30 1234567.
R000914,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl.
R000915,interior,en,Steering wheel heater only warms the lower half of the rim.
R000916,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R000917,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R000918,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear. <p>this is a complaint</p>
R000919,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R000920,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R000921,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden. VIN: WDB2030461A123456
R000922,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R000923,interior,en,Driver seat cushion has worn through after 33 months. <p>this is a complaint</p>
R000924,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
R000925,interior,en,Cabin filter smells musty even after replacement. Please fix this asap.
R000926,interior,en,Center console armrest is loose and wobbles when leaning on it. VIN: WDB2030461A123456
R000927,interior,en,Mirror auto-dimming feature does not work at night. VIN: WDB2030461A123456
R000928,display_infotainment,es,La camara de marcha atras muestra pantalla negra.
R000929,interior,en,Driver seat cushion has worn through after 56 months.
R000930,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor.
R000931,powertrain,de,Die 12V-Batterie entlaedt sich ueber Nacht komplett.
R000932,display_infotainment,en,Software update OTA failed and bricked the head unit.
R000933,powertrain,en,"Engine misfire under heavy acceleration, check engine light on."
R000934,interior,en,Cup holder cracked after 5 months of normal use. Plate: B-MW 1234
R000935,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R000936,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor. Contact me at john.doe@example.com or +49 30 1234567.
R000937,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R000938,interior,en,The driver seat heater stops working after 35 minutes of driving. <p>this is a complaint</p>
R000939,interior,en,Power window switch on driver door is unresponsive intermittently.
R000940,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R000941,interior,en,Mirror auto-dimming feature does not work at night.
R000942,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. VIN: WDB2030461A123456
R000943,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Plate: B-MW 1234"
R000944,interior,en,Driver seat cushion has worn through after 24 months.
R000945,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands. Please fix this asap.
R000946,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. Plate: B-MW 1234
R000947,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000948,interior,en,Driver seat cushion has worn through after 56 months.
R000949,interior,en,Driver seat cushion has worn through after 43 months.  multiple   spaces   here  
R000950,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R000951,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000952,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000953,interior,en,Driver seat cushion has worn through after 29 months. !!!!!!
R000954,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.
R000955,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.
R000956,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R000957,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden.
R000958,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. !!!!!!
R000959,display_infotainment,it,Apple CarPlay si disconnette ogni 36 minuti. Plate: B-MW 1234
R000960,interior,en,"Ambient lighting flickers randomly at night, very distracting. Please fix this asap."
R000961,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Plate: B-MW 1234"
R000962,interior,en,Driver seat cushion has worn through after 47 months. Mercedes please help.
R000963,display_infotainment,en,GPS navigation routes through closed roads repeatedly.
R000964,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Mercedes please help."
R000965,interior,en,Climate control blows cold air on driver side and hot on passenger side. Please fix this asap.
R000966,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000967,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. <p>this is a complaint</p>"
R000968,interior,en,Center console armrest is loose and wobbles when leaning on it. Please fix this asap.
R000969,interior,en,Steering wheel heater only warms the lower half of the rim.
R000970,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. Plate: B-MW 1234
R000971,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen.  multiple   spaces   here  
R000972,interior,en,"Glove box latch broke, lid will not stay closed."
R000973,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. Contact me at john.doe@example.com or +49 30 1234567.
R000974,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R000975,interior,en,"Glove box latch broke, lid will not stay closed. Plate: B-MW 1234"
R000976,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.  multiple   spaces   here  
R000977,interior,en,Cabin filter smells musty even after replacement.
R000978,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold.
R000979,interior,en,Center console armrest is loose and wobbles when leaning on it.  multiple   spaces   here  
R000980,interior,en,Center console armrest is loose and wobbles when leaning on it. Mercedes please help.
R000981,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000982,interior,en,Power window switch on driver door is unresponsive intermittently. Contact me at john.doe@example.com or +49 30 1234567.
R000983,interior,en,Power window switch on driver door is unresponsive intermittently.
