complaint_id,domain,vehicle_model,language,country,complaint_text,timestamp,severity,mileage_km
1192,PowerTrain,Yamaha FZ25,German,Austria,Öldruck-Warnanzeige flackert im Leerlauf. Ölstand ist in Ordnung.,2022-10-11 22:46:27,low,115645
1193,Interior,Yamaha WR155,English,Australia,Ambient light colors not changing. Stuck on white even tho i set it to blue.,2023-04-06 16:52:13,critical,18431
1194,Infotainment,Yamaha YZF-R1,French,Switzerland,Son déformé à volume élevé. Les basses craquent beaucoup.,2022-11-06 21:06:45,high,53995
1195,Infotainment,Mercedes E-Class,English,UK,Radio station presets reset after every engine off. Very annoying.,2024-11-15 00:25:22,high,5374
1196,Interior,Yamaha Aerox,English,USA,Steering wheel vibrates at 100kmh. Wheels balanced last week but still happening.,2024-02-15 08:53:15,medium,24350
1197,PowerTrain,Mercedes CLA,English,South Africa,Clutch pedal feels very heavy compared to before. Hard to change gears.,2023-09-05 21:43:30,high,118017
1198,Infotainment,Mercedes C-Class,English,India,System restarts every morning on first start. Takes 3 mins to load.,2024-09-01 23:58:10,high,43507
1199,Infotainment,Yamaha MT-09,German,Austria,Apple CarPlay verbindet sich nicht mehr nach dem Update.,2022-06-14 23:13:54,medium,6178
1200,PowerTrain,Yamaha FZ-S,English,South Africa,Clutch burning smell during city driving. Slipping on steep inclines.,2023-08-31 15:37:24,critical,175903
1201,Infotainment,Mercedes CLA,Polish,Poland,Bluetooth rozłącza się co kilka minut. Muszę łączyć ponownie cały czas.,2023-11-08 12:14:24,critical,103694
1202,Interior,Mercedes GLE,English,Australia,Footrest area gets very hot on long drives. Almost burns foot through shoe.,2023-05-16 10:13:48,low,29556
1203,PowerTrain,Mercedes EQS,English,India,Turbo not spooling properly. Power delivery is very weak compared to before.,2024-12-29 14:52:31,high,64716
1204,Infotainment,Yamaha XSR900,Spanish,Spain,El sonido se distorsiona mucho a volumen alto.,2023-11-26 20:34:45,medium,40996
1205,Interior,Mercedes GLB,English,South Africa,Plastic rattle noise from dash every time i go over a speed bump. super irritating.,2025-04-06 16:07:46,high,26665
1206,Infotainment,Mercedes G-Class,English,UK,Screen brightness doesnt auto adjust. Always too bright at night.,2022-06-14 20:19:50,medium,82728
1207,Infotainment,Mercedes G-Class,Turkish,Turkey,Sesli asistan komutları anlamıyor. Elleri serbest kullanamıyorum.,2023-10-09 04:13:11,high,105562
1208,Infotainment,Yamaha R3,English,Australia,Strange static noise from speakers when using nav. Happens together.,2023-05-26 13:00:30,high,30367
1209,PowerTrain,Mercedes A-Class,German,Germany,Verzögerung beim Gangwechsel mit Automatik. Reaktion sehr träge.,2025-04-18 01:14:20,high,81058
1210,Infotainment,Yamaha Ténéré 700,English,South Africa,Screen hangs on loading screen for 5+ mins after startup. Very slow.,2022-10-02 03:41:44,high,100123
1211,Infotainment,Yamaha FZ25,Polish,Poland,Bluetooth rozłącza się co kilka minut. Muszę łączyć ponownie cały czas.,2022-08-15 13:58:18,medium,108915
1212,PowerTrain,Yamaha MT-03,German,Austria,Schaltung sehr schwergängig bei Kälte. Gänge lassen sich kaum einlegen.,2023-09-13 16:23:08,medium,66355
1213,Infotainment,Yamaha MT-15,English,Australia,Nav map freezes for few seconds then jumps. Makes it hard to follow route.,2022-07-10 16:56:53,high,7296
1214,PowerTrain,Mercedes CLA,German,Austria,Motor macht komisches Tickgeräusch bei Leerlauf. Hört man deutlich.,2025-04-21 13:56:39,low,69172
1215,Infotainment,Yamaha MT-09,Swedish,Sweden,Navigationssystemet är väldigt långsamt att uppdatera i staden.,2024-06-22 18:57:00,high,84839
1216,Infotainment,Yamaha WR155,Norwegian,Norway,Bluetooth kobler seg fra telefonen hvert femte minutt.,2024-12-04 12:38:50,medium,37496
1217,Interior,Mercedes CLA,English,New Zealand,Folding rear seats wont lock back into place properly after folding.,2022-07-26 21:31:04,medium,30321
1218,PowerTrain,Mercedes C-Class,English,India,Whirring noise from engine bay at idle. Goes away above 2000rpm.,2022-06-15 02:07:25,medium,103936
1219,Infotainment,Mercedes S-Class,English,New Zealand,Touchscreen completely unresponsive in cold weather. Have to warm car first.,2024-07-20 18:54:58,high,50006
1220,Infotainment,Mercedes CLS,German,Switzerland,USB-Anschluss lädt das Handy nicht mehr. Früher hat es funktioniert.,2022-06-25 18:24:55,high,81081
1221,Infotainment,Mercedes S-Class,French,Switzerland,Le Bluetooth se déconnecte constamment de mon téléphone.,2024-06-27 05:42:39,medium,28034
1222,PowerTrain,Mercedes S-Class,English,India,Flat spot in acceleration between 3000-4000rpm. Car feels very sluggish.,2024-08-29 02:08:48,high,118893
1223,Interior,Mercedes CLA,English,Australia,AC stopped blowing cold air suddenly. Works for 10 mins then goes warm again.,2024-01-05 19:57:57,high,17454
1224,Interior,Mercedes GLE,English,Australia,There's a weird whistling sound inside cabin when windows are closed.,2023-11-03 21:27:06,critical,27760
1225,Interior,Mercedes AMG GT,English,South Africa,"The seat vibrates really bad at highway speeds, feels like something is loose underneath.",2023-09-16 13:24:49,critical,64342
1226,PowerTrain,Yamaha MT-07,English,New Zealand,Rough idle suspected injector issue. Engine stumbles at traffic lights.,2024-09-16 17:58:13,high,108529
1227,Interior,Mercedes CLA,English,Australia,Memory seat function not recalling my saved position. Have to readjust every time.,2023-06-10 02:02:59,high,27072
1228,Infotainment,Yamaha MT-07,French,Belgium,L'assistant vocal ne comprend pas mes commandes. Inutilisable.,2024-02-06 05:13:05,medium,95781
1229,Infotainment,Mercedes GLB,German,Austria,USB-Anschluss lädt das Handy nicht mehr. Früher hat es funktioniert.,2022-10-02 21:31:17,low,69087
1230,Interior,Mercedes CLS,English,New Zealand,Seat height adjustment stuck. Can only adjust front/back not up/down.,2023-02-02 12:37:29,high,66842
1231,PowerTrain,Mercedes CLS,English,India,Power cuts out briefly then comes back. Like engine stumbles for a second.,2023-06-07 15:21:40,low,66812
1232,PowerTrain,Yamaha R3,German,Switzerland,Motor stirbt plötzlich im Stadtverkehr ab. Kein Vorwarnung.,2022-12-24 15:55:24,high,116160
1233,Infotainment,Yamaha FZ25,English,Australia,Screen hangs on loading screen for 5+ mins after startup. Very slow.,2024-05-12 03:02:06,medium,15103
1234,Infotainment,Yamaha MT-09,English,India,GPS navigation very slow to recalculate when i take wrong turn.,2023-07-28 09:23:15,high,66848
1235,PowerTrain,Mercedes GLB,German,Germany,Antriebswelle vibriert ab 80kmh spürbar durch das gesamte Fahrzeug.,2023-11-03 04:50:00,medium,69725
1236,Interior,Mercedes CLS,English,USA,"Cabin is super noisy, can barely hear music even at vol 20. Road noise is crazy loud.",2023-04-15 01:19:26,medium,8692
1237,Infotainment,Mercedes GLE,Turkish,Turkey,Geri vites kamerasında görüntü 3 saniye gecikmeli geliyor. Tehlikeli.,2023-08-13 07:54:44,critical,26261
1238,Interior,Mercedes A-Class,English,Canada,My seat rattles non stop since last service. dealership said nothings wrong but it def is,2023-08-31 04:02:05,high,7792
1239,Interior,Yamaha R3,English,New Zealand,Steering wheel vibrates at 100kmh. Wheels balanced last week but still happening.,2024-08-21 20:38:00,medium,92514
1240,Interior,Mercedes GLC,English,South Africa,Steering wheel vibrates at 100kmh. Wheels balanced last week but still happening.,2023-07-07 03:42:04,medium,1151
1241,Interior,Yamaha YZF-R1,English,South Africa,Weird squeaking from rear seat whenever I go over bumps. Happens every time.,2023-06-13 03:43:01,medium,76922
1242,Infotainment,Yamaha MT-09,Danish,Denmark,Lydsystemet laver mærkelig støj fra højttalerne ved høj lydstyrke.,2023-12-25 17:46:00,medium,59609
1243,Interior,Yamaha YZF-R1,English,Canada,Rear window demister not working properly. Only half the grid heats up.,2024-08-25 04:44:17,high,11695
1244,Infotainment,Mercedes CLA,English,New Zealand,GPS navigation very slow to recalculate when i take wrong turn.,2024-09-21 08:10:51,low,39974
1245,Infotainment,Mercedes GLB,Italian,Italy,Il touchscreen non risponde al tocco quando fa freddo.,2025-05-07 04:02:18,medium,84054
1246,Infotainment,Mercedes A-Class,French,Belgium,Son déformé à volume élevé. Les basses craquent beaucoup.,2024-11-14 00:22:57,high,69691
1247,Infotainment,Yamaha MT-15,English,India,Wireless CarPlay not connecting. Shows my phone but then fails.,2024-02-01 22:59:10,high,7254
1248,Infotainment,Yamaha Aerox,English,South Africa,Music sounds distorted at high volume. Bass is crackling badly.,2023-12-16 22:11:17,critical,30763
1249,Interior,Mercedes CLA,English,USA,Weird squeaking from rear seat whenever I go over bumps. Happens every time.,2023-06-16 18:01:38,medium,69463
1250,Infotainment,Yamaha Ténéré 700,French,France,Le système redémarre tout seul en conduisant. Très perturbant.,2025-04-25 04:13:59,medium,15146
1251,Infotainment,Mercedes CLS,Norwegian,Norway,Bluetooth kobler seg fra telefonen hvert femte minutt.,2022-12-26 14:57:35,high,21416
1252,Infotainment,Yamaha YZF-R1,Spanish,Spain,El sistema se reinicia solo mientras conduzco. Muy peligroso.,2022-12-07 09:28:13,high,97270
1253,Infotainment,Yamaha WR155,Spanish,Mexico,El asistente de voz no entiende mis comandos correctamente.,2023-06-29 08:23:53,medium,28405
1254,Infotainment,Yamaha WR155,Danish,Denmark,Navigationssystem er meget langsomt til at genberegne ruten.,2025-04-07 07:31:42,critical,48716
1255,PowerTrain,Mercedes EQC,English,UK,Engine temp gauge going into red after 30 mins on highway. Had to pull over.,2022-08-25 21:17:39,medium,183146
1256,Interior,Mercedes GLE,English,India,Glove box wont stay shut. Keep finding it open while driving.,2022-12-08 22:38:20,medium,35018
1257,Infotainment,Yamaha Ténéré 700,Swedish,Sweden,Skärmen fryser helt under körning. Mycket farligt på motorvägen.,2024-04-18 19:08:27,low,76214
1258,PowerTrain,Mercedes CLS,English,New Zealand,"Engine getting very hot, coolant boiling sound from under hood. Scary.",2023-11-25 13:22:10,low,154701
1259,Infotainment,Mercedes CLS,English,South Africa,Camera shows black screen sometimes when reversing. Very unsafe.,2023-05-24 22:23:31,medium,3540
1260,Interior,Mercedes G-Class,English,USA,AC stopped blowing cold air suddenly. Works for 10 mins then goes warm again.,2024-01-22 08:12:51,high,63953
1261,Infotainment,Yamaha MT-07,English,USA,Bluetooth keeps disconnecting from my phone every 10-15 minutes.,2022-05-05 03:45:29,low,53695
1262,Interior,Mercedes GLE,English,USA,AC fan on max setting makes rattling sound. Normal speeds are quiet.,2023-01-09 20:05:11,low,60889
1263,PowerTrain,Yamaha XSR900,English,Canada,Oil pressure warning light flickering at idle. Very alarming.,2022-05-31 08:12:14,critical,152913
1264,Infotainment,Mercedes GLE,Spanish,Argentina,El Bluetooth se desconecta cada pocos minutos. No puedo hablar por teléfono.,2024-08-02 01:49:41,critical,28347
1265,Interior,Mercedes CLS,English,UK,Door doesnt lock sometimes when pressing remote. Have to press multiple times.,2024-07-07 17:07:46,low,31495
1266,Infotainment,Mercedes C-Class,German,Switzerland,Navigationssystem laggt stark in der Stadt. Karte springt plötzlich.,2024-11-02 19:31:16,critical,43665
1267,PowerTrain,Mercedes A-Class,English,UK,Overheating light came on during traffic jam. Coolant level is fine.,2025-01-23 11:26:37,high,114358
1268,Infotainment,Mercedes GLA,English,South Africa,Speed limit sign recognition showing wrong limits constantly.,2025-02-19 04:22:28,medium,64328
1269,Infotainment,Mercedes S-Class,Swedish,Sweden,Navigationssystemet är väldigt långsamt att uppdatera i staden.,2023-12-23 19:56:10,low,53728
1270,Infotainment,Mercedes CLA,German,Austria,Infotainment startet nach jedem Kaltstart neu. Dauert 4 Minuten.,2024-12-29 16:46:01,critical,94353
1271,Interior,Yamaha MT-09,English,India,There's a weird whistling sound inside cabin when windows are closed.,2022-05-06 00:59:38,medium,94946
1272,Infotainment,Mercedes GLC,Turkish,Turkey,Sesli asistan komutları anlamıyor. Elleri serbest kullanamıyorum.,2024-10-29 18:15:39,low,39360
1273,Interior,Mercedes CLA,English,Canada,Rear window demister not working properly. Only half the grid heats up.,2022-08-19 22:04:42,medium,80140
1274,Infotainment,Mercedes AMG GT,English,UK,Volume knob has no effect sometimes. Screen shows change but no audio change.,2023-09-01 14:02:58,high,33232
1275,Infotainment,Yamaha WR155,Italian,Italy,Il touchscreen non risponde al tocco quando fa freddo.,2023-09-17 12:14:07,medium,22677
1276,PowerTrain,Yamaha FZ25,English,UK,Strange ticking from top end of engine. Sounds like valve train issue.,2023-03-18 07:20:41,high,112138
1277,Interior,Yamaha MT-09,English,Australia,AC fan on max setting makes rattling sound. Normal speeds are quiet.,2022-10-17 17:50:41,low,32891
1278,Infotainment,Yamaha MT-09,Turkish,Turkey,Bluetooth her seferinde bağlantıyı kesiyor. Çok sinir bozucu.,2023-04-16 11:31:31,medium,112890
1279,PowerTrain,Mercedes GLC,English,UK,AT transmission shudders between 40-60kmh range. Feels like clutch slipping.,2023-08-22 20:42:15,low,97591
1280,Infotainment,Mercedes GLC,Spanish,Argentina,La cámara de marcha atrás tarda mucho en activarse.,2023-04-17 07:49:19,medium,105954
1281,Infotainment,Yamaha MT-09,Danish,Denmark,Skærmen fryser helt fast under kørsel. Meget farligt på motorvejen.,2024-06-04 06:22:37,low,15370
1282,PowerTrain,Mercedes A-Class,German,Austria,Motorwarnleuchte leuchtet dauerhaft. Fehlercode zeigt Lambdasonde.,2022-06-14 14:00:48,high,131579
1283,Infotainment,Yamaha Aerox,Swedish,Sweden,Pekskärmen svarar inte vid kallt väder på morgonen.,2022-08-05 02:49:07,medium,59200
1284,Interior,Yamaha Tracer 9,English,South Africa,Plastic rattle noise from dash every time i go over a speed bump. super irritating.,2022-11-22 12:56:35,high,75147
1285,Infotainment,Yamaha XSR900,English,Canada,Reverse cam image is blurry. Hard to see obstacles behind.,2024-10-20 09:57:49,high,48518
1286,Interior,Yamaha MT-03,English,UK,Center console lid keeps popping open on its own. Latch must be broken.,2022-08-22 19:21:27,high,70768
1287,Infotainment,Mercedes EQC,Spanish,Mexico,El GPS va muy retrasado en la ciudad. La ruta no es precisa.,2025-04-26 14:30:32,medium,100080
1288,Interior,Yamaha MT-15,English,New Zealand,AC not cooling properly. Outside is 38 degrees and inside still feels hot.,2024-04-06 19:56:29,critical,37688
1289,Infotainment,Yamaha XSR900,Dutch,Belgium,Geluid vervormt bij hoog volume. Bas klonkt raar.,2023-04-10 04:48:18,critical,43805
1290,Infotainment,Mercedes G-Class,English,New Zealand,Strange static noise from speakers when using nav. Happens together.,2022-05-04 23:38:23,high,37222
1291,Infotainment,Yamaha MT-03,Polish,Poland,Kamera cofania pokazuje czarny ekran losowo przy włączeniu biegu wstecznego.,2024-04-02 03:59:00,high,66189
1292,Interior,Mercedes CLS,English,New Zealand,AC compressor makes loud clicking noise when switched on. Cooling is intermittent.,2025-01-20 16:47:16,high,44887
1293,PowerTrain,Mercedes AMG GT,German,Switzerland,Motorgeräusch hat sich nach Ölwechsel verändert. Klingt lauter als vorher.,2022-10-25 22:05:41,medium,44930
1294,PowerTrain,Mercedes GLE,English,India,Flat spot in acceleration between 3000-4000rpm. Car feels very sluggish.,2023-05-26 02:28:43,critical,15316
1295,PowerTrain,Mercedes C-Class,English,Canada,There's a 2 second delay when selecting D from P. Very annoying in traffic.,2025-04-03 04:25:18,medium,3453
1296,PowerTrain,Yamaha R3,English,USA,Loud ticking/knocking from engine bay. Sounds metallic. Worst at idle.,2022-06-06 18:16:26,medium,175023
1297,Infotainment,Yamaha XSR900,Turkish,Turkey,Bluetooth her seferinde bağlantıyı kesiyor. Çok sinir bozucu.,2023-12-14 10:17:29,critical,75113
1298,Infotainment,Mercedes AMG GT,Spanish,Mexico,El Bluetooth se desconecta cada pocos minutos. No puedo hablar por teléfono.,2024-03-19 08:26:56,high,86911
1299,Infotainment,Yamaha FZ-S,French,Switzerland,Le Bluetooth se déconnecte constamment de mon téléphone.,2023-11-30 21:16:54,low,106550
1300,Infotainment,Mercedes GLB,German,Austria,Bluetooth trennt sich ständig vom Handy. Passiert mehrmals pro Fahrt.,2024-05-04 17:49:57,high,92585
1301,PowerTrain,Mercedes EQC,German,Germany,Motor überhitzt nach 30 Minuten Autobahnfahrt. Musste an der Seite anhalten.,2023-08-01 01:53:51,medium,60090
1302,Infotainment,Yamaha R3,Danish,Denmark,Bakkameraet viser sort skærm nogle gange. Er meget usikkert.,2022-08-03 01:28:15,high,52334
1303,Infotainment,Yamaha XSR900,Danish,Denmark,Lydsystemet laver mærkelig støj fra højttalerne ved høj lydstyrke.,2024-04-06 11:39:07,low,48461
1304,Infotainment,Yamaha Ténéré 700,Dutch,Netherlands,Het scherm bevriest volledig tijdens het rijden. Erg gevaarlijk.,2023-11-24 19:32:02,medium,109162
1305,Infotainment,Mercedes GLC,English,South Africa,Touchscreen not responding to touch in certain areas especially top corners.,2024-06-28 12:35:37,low,97968
1306,PowerTrain,Mercedes CLA,English,USA,Gear hunting between 3rd and 4th on gentle acceleration. Makes driving jerky.,2022-06-07 22:38:40,medium,14114
1307,Infotainment,Mercedes AMG GT,Polish,Poland,Kamera cofania pokazuje czarny ekran losowo przy włączeniu biegu wstecznego.,2023-04-27 22:49:13,high,43214
1308,Infotainment,Yamaha FZ-S,English,South Africa,Phone disconnects from car BT when going over bumps. Weird issue.,2024-02-06 12:05:31,critical,79621
1309,PowerTrain,Yamaha FZ25,English,Australia,Clutch engagement point is very high. Almost at top of pedal travel.,2023-12-10 22:50:59,medium,74943
1310,Infotainment,Mercedes CLA,Italian,Italy,Il touchscreen non risponde al tocco quando fa freddo.,2022-07-10 13:16:55,high,29053
1311,PowerTrain,Mercedes G-Class,English,South Africa,Check engine light on. Scanner shows O2 sensor fault code.,2022-06-11 21:22:55,low,105290
1312,Infotainment,Mercedes GLE,Danish,Denmark,Bakkameraet viser sort skærm nogle gange. Er meget usikkert.,2025-02-02 13:24:03,high,53666
